Coefficients order=180 center=CT2077:180
Observation time
          B0 angle & Nmax:        0          180





Max Harmonic Order:180              Units: Gauss
 
  l   m      g(uT)      h(uT)
  165  150          0.647          0.544
  165  151          0.532          0.283
  165  152          0.621         -0.267
  165  153          0.967          0.016
  165  154         -0.192          0.649
  165  155          0.179         -0.710
  165  156         -0.637          0.481
  165  157          0.269          0.442
  165  158         -0.083         -0.099
  165  159         -0.250         -0.244
  165  160          0.502         -0.514
  165  161         -0.346          0.275
  165  162         -0.385         -0.416
  165  163         -0.349          0.013
  165  164          0.783          0.039
  165  165         -0.062          0.239
  166    0         -0.081          0.000
  166    1          0.717          0.585
  166    2         -0.409          1.339
  166    3         -0.704          0.278
  166    4         -0.403          0.055
  166    5         -0.794         -0.068
  166    6          0.487          0.542
  166    7         -0.393          0.063
  166    8          0.379         -0.951
  166    9         -0.467         -0.099
  166   10         -0.998         -1.114
  166   11          1.264          0.797
  166   12          1.009          0.692
  166   13          0.224         -0.669
  166   14         -1.327         -0.409
  166   15          1.644          0.309
  166   16          0.567          0.784
  166   17         -2.407          0.490
  166   18          0.985          1.221
  166   19          1.237         -0.185
  166   20          0.113          1.002
  166   21         -0.941         -0.152
  166   22          0.279         -1.179
  166   23         -1.059         -0.152
  166   24          0.215         -0.866
  166   25          1.034          1.288
  166   26         -0.369          0.004
  166   27          0.587         -0.875
  166   28         -0.284          0.201
  166   29         -0.303         -0.167
  166   30         -0.931         -0.184
  166   31         -0.296         -0.328
  166   32         -0.491         -0.990
  166   33          0.309          0.803
  166   34         -0.181          0.046
  166   35         -0.316          1.124
  166   36         -0.139         -0.530
  166   37         -0.792          0.403
  166   38         -1.120         -0.381
  166   39         -0.157          0.674
  166   40         -0.297         -0.112
  166   41          0.304          0.615
  166   42          0.593          0.409
  166   43         -0.550          0.867
  166   44          0.577         -0.180
  166   45          0.776         -0.719
  166   46          0.216         -0.824
  166   47          0.316         -0.044
  166   48         -1.013          0.198
  166   49         -0.486         -0.196
  166   50         -0.360          0.666
  166   51         -0.377          0.434
  166   52         -0.218         -0.881
  166   53          0.407         -0.384
  166   54         -0.194         -0.374
  166   55          0.064          0.482
  166   56          0.134         -0.679
  166   57         -0.797          1.069
  166   58          0.210          0.058
  166   59         -0.566         -0.149
  166   60          1.109         -0.182
  166   61         -0.090          0.512
  166   62          0.079          0.453
  166   63          0.291         -0.333
  166   64          0.046          0.567
  166   65          0.475         -0.072
  166   66          0.513          0.142
  166   67         -0.006          0.730
  166   68          0.048          0.161
  166   69         -0.693          0.510
  166   70          0.244         -0.302
  166   71         -0.475         -0.444
  166   72          0.660         -0.876
  166   73         -0.248          0.527
  166   74          0.620         -0.102
  166   75          0.529         -1.215
  166   76         -0.341         -0.231
  166   77         -1.053          0.143
  166   78         -0.649          0.455
  166   79          0.240          0.777
  166   80          0.928          0.288
  166   81          0.682         -0.461
  166   82          0.079          0.071
  166   83          0.238         -0.099
  166   84          0.603          0.084
  166   85         -0.359         -0.143
  166   86          0.476         -0.060
  166   87         -0.442         -0.228
  166   88         -0.255         -0.008
  166   89         -0.156          0.131
  166   90         -1.062          0.261
  166   91         -1.029          0.259
  166   92          0.195         -0.484
  166   93         -0.588         -0.907
  166   94          0.527         -0.154
  166   95         -0.190          0.139
  166   96          0.527          0.923
  166   97          0.787          0.175
  166   98          0.066          0.245
  166   99          0.206         -0.405
  166  100         -0.692          0.411
  166  101         -0.357         -0.298
  166  102         -0.073          0.153
  166  103          0.445          0.619
  166  104         -0.146         -0.490
  166  105          0.143         -0.268
  166  106          0.350         -0.430
  166  107          0.336          0.327
  166  108         -0.819         -0.461
  166  109         -0.188         -0.518
  166  110          0.491          0.065
  166  111         -0.081         -0.456
  166  112          0.624         -0.465
  166  113          0.005         -0.076
  166  114          0.222          0.435
  166  115         -0.642          0.313
  166  116         -0.404         -0.038
  166  117         -0.098         -0.401
  166  118         -0.922         -0.276
  166  119         -0.217          0.976
  166  120          0.191         -1.296
  166  121          0.192         -0.043
  166  122         -0.770         -0.443
  166  123         -0.218         -0.559
  166  124         -0.250         -0.285
  166  125          0.051         -0.215
  166  126         -0.023          0.183
  166  127          0.544         -0.283
  166  128         -0.455         -0.473
  166  129         -0.140          0.337
  166  130         -0.613         -0.041
  166  131         -0.209          0.015
  166  132          0.582          0.055
  166  133         -0.790          0.217
  166  134          0.066         -0.483
  166  135         -0.277         -0.796
  166  136          0.946         -0.053
  166  137         -0.035          0.863
  166  138          0.284         -0.602
  166  139          0.159          0.527
  166  140         -0.573          0.610
  166  141         -0.054         -0.423
  166  142          0.442          0.763
  166  143          0.013          0.045
  166  144          1.174         -0.018
  166  145         -1.472         -0.958
  166  146         -0.603          0.101
  166  147         -0.882          0.040
  166  148          0.409          0.580
  166  149         -0.805          0.412
  166  150          0.202          0.248
  166  151         -0.228         -0.043
  166  152          0.136          0.011
  166  153         -0.632         -0.138
  166  154          0.133          0.103
  166  155         -0.209          0.483
  166  156          0.215         -0.340
  166  157         -0.601         -0.348
  166  158         -0.401          0.295
  166  159         -0.382          0.341
  166  160          0.031          0.337
  166  161          0.134         -1.029
  166  162          0.340         -0.080
  166  163         -0.215         -0.331
  166  164         -0.498         -0.546
  166  165         -0.266         -1.149
  166  166         -0.244          0.065
  167    0         -0.404          0.000
  167    1          0.442         -1.084
  167    2         -0.880          2.245
  167    3         -0.100          0.563
  167    4         -1.717         -1.039
  167    5         -0.675         -1.006
  167    6          0.792          0.113
  167    7          0.588          0.847
  167    8          0.071         -0.671
  167    9          0.299         -1.407
  167   10         -0.816         -0.731
  167   11          0.807          0.989
  167   12          1.184          0.880
  167   13          0.172          0.273
  167   14         -0.652          1.129
  167   15          0.535          1.010
  167   16         -0.424          0.713
  167   17         -1.493         -0.081
  167   18         -0.240          1.439
  167   19          0.216          1.002
  167   20          0.273          1.989
  167   21          0.239         -0.902
  167   22         -0.647         -0.475
  167   23         -0.148         -0.041
  167   24          0.310         -0.158
  167   25          0.422          0.684
  167   26          0.690          0.241
  167   27          0.878         -0.457
  167   28         -0.773         -0.053
  167   29          0.352         -0.708
  167   30         -1.496          0.370
  167   31          1.037          0.619
  167   32          1.064         -1.440
  167   33          0.239         -0.358
  167   34          0.236          0.991
  167   35         -0.619          0.175
  167   36          0.299         -0.656
  167   37          0.144         -0.509
  167   38         -1.416         -0.245
  167   39         -0.578         -0.856
  167   40         -0.620         -0.064
  167   41          0.325          1.053
  167   42          0.504         -0.992
  167   43          0.909         -0.218
  167   44          0.441         -0.174
  167   45          0.954          0.171
  167   46         -0.403         -0.027
  167   47          0.518         -0.376
  167   48         -1.169          0.499
  167   49         -0.020          0.260
  167   50          0.382         -0.112
  167   51         -0.644         -0.016
  167   52          0.573          0.475
  167   53         -0.759         -0.390
  167   54         -0.172         -0.376
  167   55          0.147          0.414
  167   56          0.381          0.602
  167   57         -1.271          0.624
  167   58         -0.034          1.178
  167   59          0.449         -0.392
  167   60          0.665          0.340
  167   61          0.824          0.405
  167   62          0.687          0.342
  167   63         -0.178          0.021
  167   64         -0.250         -0.422
  167   65          0.242          0.910
  167   66         -0.080          0.375
  167   67          0.243         -0.298
  167   68          0.256         -0.088
  167   69          0.014          0.583
  167   70         -0.611          0.327
  167   71         -1.181          0.286
  167   72          0.426         -0.105
  167   73          0.474          0.463
  167   74          1.033          0.358
  167   75         -0.249         -0.325
  167   76          0.750         -0.245
  167   77         -0.419         -0.024
  167   78          0.417          0.520
  167   79         -0.353          0.500
  167   80          0.627         -0.029
  167   81          0.683         -0.481
  167   82          0.946         -0.839
  167   83         -0.631         -0.118
  167   84          0.177          0.220
  167   85          0.201          0.668
  167   86          0.257         -0.600
  167   87          0.487         -1.060
  167   88          0.242         -1.365
  167   89         -0.151         -0.005
  167   90         -0.147          0.495
  167   91          0.814          0.247
  167   92         -0.050         -0.116
  167   93          0.882         -0.574
  167   94          0.344          0.851
  167   95         -0.578          0.154
  167   96          0.202          0.164
  167   97          0.074          0.020
  167   98         -0.264         -0.047
  167   99          0.128         -0.299
  167  100         -0.013         -0.212
  167  101          0.642          0.247
  167  102          0.280         -0.374
  167  103          0.475          0.076
  167  104          1.078         -0.385
  167  105          0.200         -0.187
  167  106          0.026         -0.046
  167  107          0.462         -0.077
  167  108         -0.135         -0.260
  167  109         -0.322         -0.066
  167  110         -0.230         -0.018
  167  111         -0.069         -0.899
  167  112         -0.023          0.156
  167  113          0.476         -0.516
  167  114         -0.554          0.702
  167  115         -0.245         -0.569
  167  116         -0.188          0.588
  167  117          0.128         -0.005
  167  118          0.124         -0.022
  167  119          0.315          0.021
  167  120          0.347         -0.145
  167  121          0.669          0.298
  167  122         -0.112         -0.357
  167  123          0.362         -0.058
  167  124          0.910          0.633
  167  125         -0.433         -0.176
  167  126          1.059         -0.174
  167  127          0.655         -0.603
  167  128          0.255         -0.612
  167  129          0.070          0.634
  167  130         -0.294          0.201
  167  131          0.376         -0.404
  167  132         -0.084          0.978
  167  133          0.119          0.676
  167  134          0.473          0.167
  167  135          0.381          0.038
  167  136          0.125          0.605
  167  137         -0.565          0.631
  167  138          1.221         -0.458
  167  139         -0.709         -0.544
  167  140          0.061          0.304
  167  141          0.066          0.432
  167  142          0.102         -0.224
  167  143          0.081          0.322
  167  144          0.659         -0.181
  167  145         -0.817          0.175
  167  146          0.274          0.305
  167  147         -0.071          0.464
  167  148         -0.196          0.483
  167  149          0.193         -0.678
  167  150         -0.493         -0.359
  167  151          0.869          0.095
  167  152          0.929          0.141
  167  153         -0.126          0.326
  167  154          0.271         -0.243
  167  155          0.049         -0.332
  167  156         -0.580         -0.821
  167  157         -0.064         -0.257
  167  158         -0.344         -0.056
  167  159          0.029         -0.093
  167  160         -0.039          0.726
  167  161          0.468         -0.383
  167  162         -0.730          0.475
  167  163         -0.044         -0.103
  167  164          0.274         -0.019
  167  165         -0.255          0.064
  167  166          0.347          0.096
  167  167         -0.553          0.173
  168    0          0.325          0.000
  168    1          0.150          0.262
  168    2         -0.087          0.975
  168    3         -0.655          0.023
  168    4         -1.404          0.302
  168    5          0.037         -0.454
  168    6          0.333         -0.642
  168    7          0.512          0.652
  168    8          0.914         -0.909
  168    9          1.232         -1.072
  168   10          1.106         -1.450
  168   11         -0.031          1.686
  168   12          2.181          0.786
  168   13         -1.305          0.205
  168   14         -0.432          0.404
  168   15          0.914          0.697
  168   16          1.108         -0.440
  168   17         -2.188         -0.347
  168   18         -0.207          0.757
  168   19          0.093          0.937
  168   20          0.871          1.947
  168   21         -0.628         -0.061
  168   22         -0.356         -0.693
  168   23          0.706         -0.763
  168   24          0.568         -2.009
  168   25         -0.036         -0.694
  168   26         -0.513         -0.548
  168   27          1.898         -0.158
  168   28         -0.274         -0.953
  168   29         -0.972          0.238
  168   30         -0.762          0.565
  168   31          0.943          0.756
  168   32         -0.332         -1.410
  168   33          0.662          0.596
  168   34         -0.482         -0.104
  168   35         -0.233          0.238
  168   36          0.066         -0.569
  168   37         -0.097          0.214
  168   38         -0.142          0.259
  168   39          0.684         -0.574
  168   40         -0.676         -0.473
  168   41          0.334         -0.049
  168   42          0.383         -1.023
  168   43          0.295          0.157
  168   44         -0.013         -1.050
  168   45          0.261          0.143
  168   46         -0.298          0.024
  168   47          0.211          0.508
  168   48          0.049         -1.141
  168   49          0.434          0.465
  168   50          0.078         -0.131
  168   51          0.409         -0.459
  168   52          0.004         -1.221
  168   53          0.319          0.032
  168   54          0.091         -0.207
  168   55          0.577         -0.138
  168   56         -0.010          0.449
  168   57          0.540         -0.071
  168   58          0.249          0.664
  168   59          0.052          0.184
  168   60          0.244         -0.247
  168   61         -0.397          0.302
  168   62          0.079          0.507
  168   63         -0.028          0.710
  168   64          0.877         -0.067
  168   65          0.379          0.125
  168   66          1.022          1.022
  168   67          0.759          0.514
  168   68         -0.345         -0.617
  168   69         -0.313         -0.698
  168   70          0.136          0.645
  168   71          0.156          0.407
  168   72         -0.109         -0.776
  168   73         -0.846         -0.565
  168   74         -0.136         -0.586
  168   75          0.524         -0.839
  168   76          0.077          0.854
  168   77         -0.709         -0.372
  168   78          0.777         -0.294
  168   79         -0.342         -0.548
  168   80          0.706          0.298
  168   81          0.576         -0.284
  168   82         -0.396          0.188
  168   83         -0.373          0.688
  168   84          0.262          0.266
  168   85         -0.017         -0.170
  168   86         -0.782         -0.079
  168   87          0.118          0.434
  168   88         -0.824          0.064
  168   89          0.043          0.311
  168   90          0.545          0.818
  168   91          0.564          0.295
  168   92         -0.484         -0.944
  168   93          0.271          0.063
  168   94         -0.902         -0.447
  168   95          0.004         -0.377
  168   96         -0.619          0.261
  168   97          0.064         -0.028
  168   98          0.058          0.131
  168   99         -0.275         -0.055
  168  100          0.032         -0.050
  168  101          0.329          0.395
  168  102         -0.337         -0.074
  168  103          1.187          0.540
  168  104          0.351         -0.635
  168  105         -0.593         -0.543
  168  106          0.093          0.299
  168  107         -0.067         -0.024
  168  108          0.429          0.000
  168  109         -0.315          1.162
  168  110         -0.561          0.103
  168  111          0.022         -0.197
  168  112          0.453          0.039
  168  113         -0.428         -0.361
  168  114          0.030         -0.157
  168  115         -0.048         -0.679
  168  116          0.259          0.702
  168  117          0.054         -0.359
  168  118         -1.025          0.358
  168  119         -0.223         -0.372
  168  120          0.197         -0.229
  168  121         -0.037          0.247
  168  122          0.220         -0.635
  168  123         -0.930          0.192
  168  124          0.259          0.552
  168  125         -1.003         -0.602
  168  126          0.491          0.447
  168  127          1.677         -0.108
  168  128         -0.656         -0.183
  168  129         -0.077          0.527
  168  130          0.210          0.644
  168  131         -0.274         -0.941
  168  132          0.106         -0.219
  168  133          0.286          0.790
  168  134         -0.906         -0.720
  168  135         -0.194          0.290
  168  136         -0.006         -0.709
  168  137         -0.420          0.211
  168  138          0.134         -0.032
  168  139         -0.288         -1.086
  168  140          0.483          0.435
  168  141          0.926          0.079
  168  142         -0.933          0.362
  168  143          0.030          0.753
  168  144         -0.169          0.408
  168  145          0.141         -0.117
  168  146         -0.399         -0.621
  168  147         -0.226         -0.001
  168  148          0.399          0.118
  168  149         -0.023         -0.091
  168  150         -1.123         -0.274
  168  151          0.773         -0.047
  168  152         -0.577         -0.009
  168  153          0.155         -0.590
  168  154          0.030         -0.290
  168  155          0.767         -0.189
  168  156         -0.140         -0.016
  168  157          0.905          1.230
  168  158         -0.126         -0.398
  168  159         -0.159          0.226
  168  160         -0.393         -1.124
  168  161         -0.049          0.312
  168  162         -0.056         -0.059
  168  163         -0.318         -0.671
  168  164          0.198         -0.024
  168  165         -0.979         -0.171
  168  166          0.603         -0.744
  168  167          1.569         -0.303
  168  168         -0.079          0.612
  169    0         -0.063          0.000
  169    1          0.540         -1.856
  169    2         -0.896          1.239
  169    3          0.265         -0.755
  169    4         -2.497          0.204
  169    5         -0.838         -0.942
  169    6          1.940          0.520
  169    7          0.981          1.302
  169    8          0.148          0.378
  169    9          1.317         -2.187
  169   10         -0.509         -0.331
  169   11         -0.659          1.173
  169   12          1.076          1.105
  169   13         -1.551          0.424
  169   14         -0.630          0.517
  169   15          0.071          0.590
  169   16         -0.689          0.554
  169   17         -1.068         -0.509
  169   18         -1.573          0.848
  169   19         -0.650          1.329
  169   20          1.247          1.840
  169   21         -0.390          0.478
  169   22          0.872         -0.184
  169   23          1.083          0.268
  169   24          0.257          0.508
  169   25         -0.666          1.012
  169   26         -0.262         -0.326
  169   27          1.107         -0.562
  169   28         -0.572         -0.349
  169   29          0.330          0.578
  169   30         -1.041         -0.362
  169   31          0.431          0.498
  169   32          0.184         -1.196
  169   33         -0.668         -0.757
  169   34          0.078         -0.637
  169   35          0.022         -1.032
  169   36         -0.575         -0.451
  169   37         -0.385         -0.904
  169   38         -1.470         -0.259
  169   39          0.373         -0.399
  169   40         -0.536          1.188
  169   41          0.469          1.454
  169   42          0.095         -0.250
  169   43          0.752         -0.333
  169   44          0.381          0.401
  169   45          0.812          0.947
  169   46         -0.553         -0.002
  169   47          0.828          0.524
  169   48         -0.292          0.224
  169   49         -0.226          0.549
  169   50         -0.133         -0.182
  169   51          0.141         -0.538
  169   52         -0.721         -0.679
  169   53         -0.698          0.602
  169   54         -0.042         -0.545
  169   55          0.778          0.416
  169   56         -0.225          0.618
  169   57         -0.058          0.626
  169   58         -0.366         -0.246
  169   59          0.607          0.069
  169   60         -0.246          0.281
  169   61          0.552          0.049
  169   62          0.257          0.556
  169   63         -0.634          0.998
  169   64          0.699         -0.669
  169   65          1.014          0.351
  169   66          0.535          1.580
  169   67         -1.032          0.011
  169   68          0.536         -0.312
  169   69          0.113          0.109
  169   70         -0.243         -0.213
  169   71          0.798          0.374
  169   72          0.363          0.579
  169   73         -0.307          0.098
  169   74         -0.254          0.413
  169   75         -0.185         -0.409
  169   76         -0.262          0.372
  169   77          0.093         -0.066
  169   78         -0.131          0.371
  169   79          0.012          0.037
  169   80          0.042          0.209
  169   81          0.077          0.154
  169   82         -0.645          0.933
  169   83         -0.038         -0.487
  169   84         -0.618          0.257
  169   85          0.830          0.581
  169   86         -0.212         -0.656
  169   87          0.491         -0.177
  169   88         -0.232          0.031
  169   89         -0.503         -0.079
  169   90         -0.814          0.574
  169   91         -0.021         -0.340
  169   92          0.623         -1.352
  169   93         -0.037         -0.239
  169   94         -0.512          0.183
  169   95          0.061          0.467
  169   96         -0.616          0.092
  169   97          0.036         -0.330
  169   98          0.705         -0.380
  169   99         -0.286          0.522
  169  100          0.340         -0.043
  169  101          0.031         -0.646
  169  102          0.142         -1.840
  169  103         -0.414          0.540
  169  104         -0.692          0.011
  169  105          0.223         -0.015
  169  106         -0.381         -0.192
  169  107         -0.109          0.105
  169  108          0.441         -0.164
  169  109         -0.075          0.318
  169  110         -0.103         -0.220
  169  111         -0.368         -1.028
  169  112          0.416          0.182
  169  113         -0.323          0.423
  169  114          0.261          0.406
  169  115          0.183         -0.057
  169  116          0.095          0.207
  169  117         -0.233         -0.541
  169  118          0.235         -0.894
  169  119          0.169          0.032
  169  120          0.173         -0.236
  169  121         -0.953          0.367
  169  122         -0.173          0.360
  169  123         -0.239         -0.047
  169  124          0.357         -0.378
  169  125         -0.452          0.282
  169  126          0.160          0.098
  169  127          0.068          0.556
  169  128         -0.619         -0.267
  169  129         -1.938          0.583
  169  130          0.294         -0.350
  169  131          0.374          0.187
  169  132          0.750         -0.155
  169  133         -0.088          1.116
  169  134         -0.225         -0.718
  169  135          0.220          0.795
  169  136          0.000         -0.529
  169  137         -0.422          0.381
  169  138         -0.072          0.593
  169  139          0.467          0.422
  169  140          0.852         -0.133
  169  141         -0.212          0.129
  169  142          0.171         -0.250
  169  143          1.099         -0.552
  169  144         -0.581          0.030
  169  145         -0.222         -0.811
  169  146          0.238         -0.005
  169  147         -0.263         -0.364
  169  148          0.783         -0.398
  169  149         -1.022         -0.326
  169  150         -0.068          0.485
  169  151         -0.184          0.583
  169  152          0.625          0.576
  169  153         -0.187         -0.651
  169  154          0.300          0.757
  169  155         -0.415          0.048
  169  156          0.405          0.705
  169  157          0.071          0.011
  169  158          0.232          0.798
  169  159         -0.118          0.420
  169  160          0.182         -0.280
  169  161          0.184          0.800
  169  162          0.676          0.321
  169  163         -0.450          0.019
  169  164         -0.399         -0.169
  169  165         -0.270         -0.006
  169  166          0.441          0.156
  169  167         -0.534          0.428
  169  168         -0.698         -0.150
  169  169          0.367         -0.178
  170    0          0.607          0.000
  170    1         -0.306         -0.583
  170    2         -0.980          0.576
  170    3         -0.200         -0.336
  170    4         -1.352          0.462
  170    5         -0.770          0.377
  170    6          1.599          0.875
  170    7          0.027         -0.169
  170    8          0.034          0.545
  170    9          0.497         -1.247
  170   10         -0.283         -0.640
  170   11         -0.826          1.150
  170   12          1.005          0.458
  170   13         -2.035         -0.635
  170   14         -0.235          0.031
  170   15          1.880         -0.708
  170   16         -1.159         -0.381
  170   17         -1.400         -0.779
  170   18         -0.761         -0.136
  170   19         -1.231          0.636
  170   20          0.709          1.259
  170   21         -1.054          0.225
  170   22          0.723         -1.790
  170   23         -0.349         -1.848
  170   24          0.617         -0.775
  170   25         -0.131         -0.082
  170   26         -1.183         -0.291
  170   27          1.398          0.925
  170   28          0.433          0.039
  170   29         -1.302          0.385
  170   30         -0.000         -0.949
  170   31         -0.477          1.152
  170   32         -0.519         -0.113
  170   33          0.111          0.348
  170   34         -0.478          0.050
  170   35         -0.365          0.105
  170   36         -0.105         -0.696
  170   37          0.423         -0.105
  170   38          0.432          0.034
  170   39         -0.343         -0.365
  170   40         -0.145          0.765
  170   41          0.475         -0.164
  170   42          0.335          0.792
  170   43          0.115         -0.144
  170   44         -0.825          0.163
  170   45          0.657         -0.010
  170   46          0.489         -0.170
  170   47          0.661         -0.088
  170   48         -0.373         -0.118
  170   49         -0.396         -0.201
  170   50          0.220         -0.619
  170   51         -0.293         -0.476
  170   52         -0.294         -0.718
  170   53          0.047          0.583
  170   54          0.028         -0.222
  170   55          0.020          0.388
  170   56         -0.270         -0.859
  170   57          0.682         -0.443
  170   58          0.101          0.161
  170   59         -0.089         -0.342
  170   60         -0.244         -0.237
  170   61          0.522         -0.015
  170   62          0.024          0.788
  170   63          0.982         -0.420
  170   64          0.860          0.407
  170   65          0.625          0.176
  170   66          0.457         -0.886
  170   67          0.368          0.308
  170   68         -0.335          0.138
  170   69         -0.302          0.012
  170   70         -0.568          0.549
  170   71         -0.089          0.880
  170   72          0.211         -0.795
  170   73         -0.178          0.393
  170   74         -0.320          0.357
  170   75          0.227          0.458
  170   76          0.014          1.138
  170   77         -0.578          0.139
  170   78          0.202         -0.172
  170   79          0.098         -0.899
  170   80         -0.298          0.038
  170   81         -1.339         -0.754
  170   82         -0.710         -0.228
  170   83          0.086         -0.372
  170   84          0.239         -0.767
  170   85          0.134         -0.268
  170   86         -0.399         -0.543
  170   87         -0.334          0.476
  170   88          0.243         -0.018
  170   89         -0.930          0.069
  170   90          0.716         -0.419
  170   91          0.050         -0.508
  170   92         -0.337         -0.356
  170   93          0.863          0.436
  170   94         -0.835         -0.288
  170   95          0.510          0.595
  170   96         -1.101         -0.812
  170   97          0.631          0.315
  170   98         -0.260         -0.415
  170   99         -0.150         -0.119
  170  100         -0.370         -0.386
  170  101         -0.581          0.577
  170  102          0.009         -0.156
  170  103         -0.071         -1.098
  170  104          0.103          0.046
  170  105         -0.373         -0.127
  170  106         -0.048          0.419
  170  107          0.758          0.346
  170  108         -0.440          0.480
  170  109         -0.170          0.311
  170  110          0.400         -0.431
  170  111         -0.296         -0.489
  170  112          0.012          0.459
  170  113          0.472         -0.011
  170  114         -0.395          0.381
  170  115          0.661         -0.261
  170  116         -0.159         -0.684
  170  117         -0.493          0.757
  170  118          0.260         -0.375
  170  119          0.859          0.232
  170  120         -0.041          0.052
  170  121         -0.002          0.253
  170  122          0.228          0.162
  170  123          0.240         -0.463
  170  124          0.072          0.081
  170  125         -0.409         -0.126
  170  126         -0.219         -0.175
  170  127          1.023         -0.862
  170  128         -0.359         -0.251
  170  129          0.426          0.085
  170  130          0.409         -0.374
  170  131         -0.304         -0.538
  170  132         -0.315          0.724
  170  133         -0.640          0.492
  170  134          0.216         -0.186
  170  135          0.616          0.476
  170  136         -0.431         -0.151
  170  137         -0.279          0.587
  170  138          0.228         -0.181
  170  139          0.072          0.674
  170  140         -0.221          0.774
  170  141         -0.146          0.988
  170  142         -0.137          0.253
  170  143          0.223          0.142
  170  144         -0.404          0.552
  170  145          0.449          0.257
  170  146          0.074          0.462
  170  147         -0.320          0.277
  170  148          0.296          0.271
  170  149          0.153         -0.629
  170  150          0.119         -0.360
  170  151         -0.117         -0.231
  170  152         -0.057          0.026
  170  153         -0.563          0.011
  170  154          0.314          0.402
  170  155         -0.247         -0.119
  170  156          0.506         -0.657
  170  157         -0.257          0.242
  170  158          0.394         -0.120
  170  159          0.635          0.201
  170  160          0.073          0.414
  170  161         -0.457         -1.103
  170  162          0.575          0.171
  170  163          0.480         -0.063
  170  164         -0.169          0.104
  170  165         -0.913         -0.013
  170  166         -0.203         -0.611
  170  167         -0.014         -0.084
  170  168          0.448          0.270
  170  169         -0.059         -0.330
  170  170         -0.537          0.285
  171    0         -0.155          0.000
  171    1          0.420         -0.479
  171    2         -0.753          0.694
  171    3         -0.787         -0.435
  171    4         -1.895          0.439
  171    5         -1.254         -0.273
  171    6          1.335          0.147
  171    7          0.752          1.028
  171    8          1.120         -0.343
  171    9          0.115         -0.808
  171   10         -0.365         -0.231
  171   11         -0.940          0.367
  171   12          1.062          0.752
  171   13         -1.320         -1.561
  171   14         -0.463          0.998
  171   15          1.004          0.560
  171   16         -1.320          0.148
  171   17          0.545         -1.097
  171   18         -2.041          0.072
  171   19         -0.185          0.931
  171   20          0.842          1.469
  171   21          0.183         -0.433
  171   22          0.757         -0.979
  171   23          0.028          1.064
  171   24          0.381          0.678
  171   25         -0.551          1.267
  171   26         -0.755         -0.710
  171   27          0.536          0.558
  171   28         -0.003         -2.008
  171   29          0.546          0.452
  171   30          0.717          0.201
  171   31         -0.067          0.073
  171   32          0.457         -0.458
  171   33         -0.647         -0.039
  171   34         -0.334          0.659
  171   35          0.468         -0.353
  171   36          0.994         -0.158
  171   37         -0.831         -0.172
  171   38         -1.120         -0.264
  171   39          0.986          0.248
  171   40          0.292          0.601
  171   41          0.076          0.290
  171   42          0.218         -0.259
  171   43          0.439          0.307
  171   44         -0.278         -0.817
  171   45         -0.256         -0.334
  171   46         -0.277         -0.016
  171   47         -0.476         -0.774
  171   48          1.032          1.491
  171   49         -0.313         -1.278
  171   50         -0.330         -0.292
  171   51          0.502          0.061
  171   52         -0.663         -0.584
  171   53          0.399          0.425
  171   54         -0.173         -0.093
  171   55         -0.336         -0.401
  171   56         -1.065         -0.436
  171   57         -0.158         -0.032
  171   58         -0.246         -0.055
  171   59          0.448          0.879
  171   60         -0.732          0.435
  171   61          0.859          0.069
  171   62          0.710          0.484
  171   63          0.715         -0.135
  171   64          0.750         -0.358
  171   65          0.364          0.701
  171   66          0.104          0.356
  171   67         -0.508          0.149
  171   68          0.008         -0.107
  171   69          0.501         -0.121
  171   70         -0.100          0.186
  171   71          0.360          0.103
  171   72          0.928          0.319
  171   73         -1.326          0.208
  171   74         -0.146         -0.009
  171   75         -0.242          0.592
  171   76          0.690         -0.802
  171   77         -0.074         -0.327
  171   78         -0.546         -0.803
  171   79          0.085          0.276
  171   80          0.483          0.658
  171   81          0.748          0.152
  171   82         -0.238          0.030
  171   83          0.406         -0.077
  171   84          0.447          0.077
  171   85          0.107          0.813
  171   86         -0.066         -0.384
  171   87          0.455          0.290
  171   88         -0.316         -0.662
  171   89          0.198         -0.512
  171   90          0.432          0.161
  171   91          0.163         -0.106
  171   92         -0.470          0.680
  171   93         -1.200         -0.379
  171   94         -0.132         -0.282
  171   95          0.067          0.078
  171   96          0.324          0.147
  171   97         -0.150         -0.592
  171   98          0.454         -0.716
  171   99          0.233         -0.308
  171  100          1.083          0.283
  171  101         -0.307          0.618
  171  102          0.476         -0.028
  171  103         -0.277          0.191
  171  104          0.040         -0.696
  171  105          0.430         -0.583
  171  106          0.291         -0.485
  171  107         -0.246         -1.373
  171  108          0.097          0.378
  171  109         -0.149          0.020
  171  110         -0.950          0.248
  171  111          0.040         -0.103
  171  112         -0.464         -0.374
  171  113          0.725          0.685
  171  114          0.309         -0.077
  171  115          0.100          0.201
  171  116         -0.716         -0.735
  171  117         -0.026          0.042
  171  118          0.304         -0.854
  171  119          0.549          0.273
  171  120          0.130         -0.612
  171  121          0.201          0.887
  171  122          0.558         -0.380
  171  123         -0.705         -0.339
  171  124          0.015          0.061
  171  125         -0.358         -0.449
  171  126          0.860         -0.444
  171  127          0.477         -0.377
  171  128         -1.680         -0.577
  171  129         -0.322         -0.868
  171  130          0.903         -0.256
  171  131         -0.058          0.447
  171  132          0.234          0.675
  171  133          0.293         -0.122
