Model for transition region: [K] [1/m3] [N/m] [m/s] [W/m] [1]
      0  0.0000000000E+00  2  0  5
     500       2
logTe logNe LPe UHeat FluxXLength dFluxXLegthOverDU dLogLambdaOverDLogT
  4.0000000000E+00  8.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0333669689E+00  2.9402116041E+00
  4.0080160321E+00  8.0000000000E+00  3.8260704068E-01  4.5944691166E+01  1.7578762322E+01  1.3267678428E+00  2.8645201807E+00
  4.0160320641E+00  8.0000000000E+00  7.2601926272E-01  6.6323375297E+01  4.8152048034E+01  1.7007034865E+00  5.8216036527E+00
  4.0240480962E+00  8.0000000000E+00  9.9511036689E-01  8.3830896076E+01  8.3420993751E+01  1.8363570491E+00  8.8019572358E+00
  4.0320641283E+00  8.0000000000E+00  1.2272846167E+00  1.0102827745E+02  1.2399045077E+02  1.9677835702E+00  8.7003177674E+00
  4.0400801603E+00  8.0000000000E+00  1.4354368130E+00  1.1850768469E+02  1.7011029323E+02  2.0898468838E+00  8.6030440946E+00
  4.0480961924E+00  8.0000000000E+00  1.6263008063E+00  1.3662978932E+02  2.2220113653E+02  2.2078466619E+00  8.5067824560E+00
  4.0561122244E+00  8.0000000000E+00  1.8039149329E+00  1.5565608171E+02  2.8079033020E+02  2.3241198386E+00  8.4059680488E+00
  4.0641282565E+00  8.0000000000E+00  1.9709244113E+00  1.7579825793E+02  3.4648507802E+02  2.4396109472E+00  8.2935162432E+00
  4.0721442886E+00  8.0000000000E+00  2.1291749880E+00  1.9723899902E+02  4.1995634337E+02  2.5544637352E+00  8.1647858094E+00
  4.0801603206E+00  8.0000000000E+00  2.2800198557E+00  2.2014155235E+02  5.0192711042E+02  2.6683141140E+00  8.0169262602E+00
  4.0881763527E+00  8.0000000000E+00  2.4244929095E+00  2.4465399983E+02  5.9316188786E+02  2.7804101906E+00  7.8461323074E+00
  4.0961923848E+00  8.0000000000E+00  2.5634134076E+00  2.7090960052E+02  6.9445330224E+02  2.8896396789E+00  7.6476439896E+00
  4.1042084168E+00  8.0000000000E+00  2.6974529248E+00  2.9902442739E+02  8.0660431624E+02  2.9945941179E+00  7.4191858325E+00
  4.1122244489E+00  8.0000000000E+00  2.8271799605E+00  3.2909449624E+02  9.3040936488E+02  3.0936609473E+00  7.1596790536E+00
  4.1202404810E+00  8.0000000000E+00  2.9530904149E+00  3.6119227487E+02  1.0666334449E+03  3.1850091508E+00  6.8646650989E+00
  4.1282565130E+00  8.0000000000E+00  3.0756292661E+00  3.9536028617E+02  1.2159816668E+03  3.2665109625E+00  6.5270313994E+00
  4.1362725451E+00  8.0000000000E+00  3.1952069694E+00  4.3160219394E+02  1.3790583381E+03  3.3356992371E+00  6.1380748338E+00
  4.1442885772E+00  8.0000000000E+00  3.3122125828E+00  4.6987171786E+02  1.5563150162E+03  3.3897651569E+00  5.6875862381E+00
  4.1523046092E+00  8.0000000000E+00  3.4270248067E+00  5.1005986384E+02  1.7479878063E+03  3.4260523914E+00  5.1832740011E+00
  4.1603206413E+00  8.0000000000E+00  3.5400201587E+00  5.5199615761E+02  1.9540775254E+03  3.4432676549E+00  4.6642050908E+00
  4.1683366733E+00  8.0000000000E+00  3.6515755569E+00  5.9547628173E+02  2.1744266351E+03  3.4417585462E+00  4.1533545971E+00
  4.1763527054E+00  8.0000000000E+00  3.7620664392E+00  6.4027974098E+02  2.4087749252E+03  3.4223799122E+00  3.6411533874E+00
  4.1843687375E+00  8.0000000000E+00  3.8718654382E+00  6.8616454457E+02  2.6567367850E+03  3.3857431531E+00  3.1144093615E+00
  4.1923847695E+00  8.0000000000E+00  3.9813437452E+00  7.3285905561E+02  2.9177638171E+03  3.3321799324E+00  2.5592979638E+00
  4.2004008016E+00  8.0000000000E+00  4.0908745251E+00  7.8005394895E+02  3.1911028279E+03  3.2621130233E+00  1.9756280503E+00
  4.2084168337E+00  8.0000000000E+00  4.2008369410E+00  8.2740751793E+02  3.4758040666E+03  3.1773174134E+00  1.4105239056E+00
  4.2164328657E+00  8.0000000000E+00  4.3116172418E+00  8.7459283234E+02  3.7709095355E+03  3.0814208783E+00  9.0796604055E-01
  4.2244488978E+00  8.0000000000E+00  4.4236055971E+00  9.2133807204E+02  4.0756362523E+03  2.9784638055E+00  4.6539251997E-01
  4.2324649299E+00  8.0000000000E+00  4.5371925319E+00  9.6742460763E+02  4.3893917049E+03  2.8717284991E+00  7.1372018501E-02
  4.2404809619E+00  8.0000000000E+00  4.6527676703E+00  1.0126766900E+03  4.7117493635E+03  2.7636764831E+00 -2.8426040883E-01
  4.2484969940E+00  8.0000000000E+00  4.7707203684E+00  1.0569522098E+03  5.0424234358E+03  2.6561204211E+00 -6.0917781237E-01
  4.2565130261E+00  8.0000000000E+00  4.8914414630E+00  1.1001358146E+03  5.3812499384E+03  2.5505197433E+00 -8.9980431561E-01
  4.2645290581E+00  8.0000000000E+00  5.0153252049E+00  1.1421409826E+03  5.7282084574E+03  2.4482109399E+00 -1.1485511359E+00
  4.2725450902E+00  8.0000000000E+00  5.1427706606E+00  1.1829140129E+03  6.0834554794E+03  2.3503029272E+00 -1.3574057537E+00
  4.2805611222E+00  8.0000000000E+00  5.2741828725E+00  1.2224298408E+03  6.4473185293E+03  2.2575356493E+00 -1.5317066920E+00
  4.2885771543E+00  8.0000000000E+00  5.4099742812E+00  1.2606856472E+03  6.8202769278E+03  2.1703222704E+00 -1.6758476298E+00
  4.2965931864E+00  8.0000000000E+00  5.5505664166E+00  1.2976957454E+03  7.2029464231E+03  2.0888366236E+00 -1.7934703788E+00
  4.3046092184E+00  8.0000000000E+00  5.6963917294E+00  1.3334875092E+03  7.5960672188E+03  2.0131030139E+00 -1.8851504151E+00
  4.3126252505E+00  8.0000000000E+00  5.8478954008E+00  1.3680996886E+03  8.0005038766E+03  1.9430772971E+00 -1.9490042815E+00
  4.3206412826E+00  8.0000000000E+00  6.0055369416E+00  1.4015823224E+03  8.4172544139E+03  1.8786662902E+00 -1.9846857462E+00
  4.3286573146E+00  8.0000000000E+00  6.1697915696E+00  1.4339956092E+03  8.8474540205E+03  1.8197154545E+00 -1.9931845131E+00
  4.3366733467E+00  8.0000000000E+00  6.3411514790E+00  1.4654081088E+03  9.2923747964E+03  1.7660220917E+00 -1.9746799391E+00
  4.3446893788E+00  8.0000000000E+00  6.5201270188E+00  1.4958956650E+03  9.7534297427E+03  1.7173611385E+00 -1.9286762187E+00
  4.3527054108E+00  8.0000000000E+00  6.7072477190E+00  1.5255408976E+03  1.0232180705E+04  1.6734811694E+00 -1.8577027470E+00
  4.3607214429E+00  8.0000000000E+00  6.9030632303E+00  1.5544312678E+03  1.0730337329E+04  1.6340728886E+00 -1.7690055792E+00
  4.3687374749E+00  8.0000000000E+00  7.1081444233E+00  1.5826551089E+03  1.1249741086E+04  1.5987867752E+00 -1.6662412506E+00
  4.3767535070E+00  8.0000000000E+00  7.3230846742E+00  1.6103001025E+03  1.1792364001E+04  1.5673003951E+00 -1.5473786029E+00
  4.3847695391E+00  8.0000000000E+00  7.5485010200E+00  1.6374548678E+03  1.2360329739E+04  1.5393521991E+00 -1.4093125367E+00
  4.3927855711E+00  8.0000000000E+00  7.7850349347E+00  1.6642110188E+03  1.2955940920E+04  1.5147409510E+00 -1.2483828207E+00
  4.4008016032E+00  8.0000000000E+00  8.0333526280E+00  1.6906654731E+03  1.3581711922E+04  1.4932963717E+00 -1.0662948112E+00
  4.4088176353E+00  8.0000000000E+00  8.2941449703E+00  1.7169202429E+03  1.4240385397E+04  1.4747826825E+00 -8.8133498590E-01
  4.4168336673E+00  8.0000000000E+00  8.5681278157E+00  1.7430745304E+03  1.4934885369E+04  1.4588590768E+00 -7.0915489860E-01
  4.4248496994E+00  8.0000000000E+00  8.8560433181E+00  1.7692185205E+03  1.5668275857E+04  1.4451812273E+00 -5.4850068926E-01
  4.4328657315E+00  8.0000000000E+00  9.1586616493E+00  1.7954352191E+03  1.6443783685E+04  1.4334783876E+00 -3.9518438601E-01
  4.4408817635E+00  8.0000000000E+00  9.4767824237E+00  1.8218034252E+03  1.7264834679E+04  1.4235506151E+00 -2.4527899070E-01
  4.4488977956E+00  8.0000000000E+00  9.8112356974E+00  1.8484004077E+03  1.8135092063E+04  1.4152512568E+00 -9.6313965033E-02
  4.4569138277E+00  8.0000000000E+00  1.0162882555E+01  1.8753038030E+03  1.9058492305E+04  1.4084417449E+00  4.5735890386E-02
  4.4649298597E+00  8.0000000000E+00  1.0532615704E+01  1.9025892463E+03  2.0039241374E+04  1.4029519486E+00  1.7293759199E-01
  4.4729458918E+00  8.0000000000E+00  1.0921360633E+01  1.9303268571E+03  2.1081795746E+04  1.3986045525E+00  2.8546602820E-01
  4.4809619238E+00  8.0000000000E+00  1.1330077189E+01  1.9585815117E+03  2.2190879708E+04  1.3952509066E+00  3.8614000546E-01
  4.4889779559E+00  8.0000000000E+00  1.1759761117E+01  1.9874143306E+03  2.3371517769E+04  1.3927750172E+00  4.7758852055E-01
  4.4969939880E+00  8.0000000000E+00  1.2211445433E+01  2.0168840573E+03  2.4629069610E+04  1.3910880019E+00  5.6212219377E-01
  4.5050100200E+00  8.0000000000E+00  1.2686201590E+01  2.0470482932E+03  2.5969267313E+04  1.3901202945E+00  6.4095374690E-01
  4.5130260521E+00  8.0000000000E+00  1.3185140505E+01  2.0779641661E+03  2.7398249495E+04  1.3898136176E+00  7.1460825347E-01
  4.5210420842E+00  8.0000000000E+00  1.3709413493E+01  2.1096886316E+03  2.8922593793E+04  1.3901204004E+00  7.8438239979E-01
  4.5290581162E+00  8.0000000000E+00  1.4260213107E+01  2.1422792397E+03  3.0549358493E+04  1.3910075080E+00  8.5210067580E-01
  4.5370741483E+00  8.0000000000E+00  1.4838773728E+01  2.1757952763E+03  3.2286133783E+04  1.3924568788E+00  9.1944708555E-01
  4.5450901804E+00  8.0000000000E+00  1.5446371818E+01  2.2102989426E+03  3.4141099296E+04  1.3944646300E+00  9.8808490489E-01
  4.5531062124E+00  8.0000000000E+00  1.6084325745E+01  2.2458566568E+03  3.6123090046E+04  1.3970317358E+00  1.0572878657E+00
  4.5611222445E+00  8.0000000000E+00  1.6753995321E+01  2.2825388784E+03  3.8241645690E+04  1.4001432108E+00  1.1230904253E+00
  4.5691382766E+00  8.0000000000E+00  1.7456781590E+01  2.3204176587E+03  4.0507024266E+04  1.4037644106E+00  1.1835984623E+00
  4.5771543086E+00  8.0000000000E+00  1.8194127121E+01  2.3595653509E+03  4.2930231944E+04  1.4078604786E+00  1.2402395081E+00
  4.5851703407E+00  8.0000000000E+00  1.8967516368E+01  2.4000555132E+03  4.5523092230E+04  1.4124077365E+00  1.2944591336E+00
  4.5931863727E+00  8.0000000000E+00  1.9778475741E+01  2.4419639372E+03  4.8298324492E+04  1.4173932833E+00  1.3475701150E+00
  4.6012024048E+00  8.0000000000E+00  2.0628573311E+01  2.4853697280E+03  5.1269631640E+04  1.4228124906E+00  1.4003406363E+00
  4.6092184369E+00  8.0000000000E+00  2.1519418143E+01  2.5303560747E+03  5.4451790423E+04  1.4286595634E+00  1.4516982031E+00
  4.6172344689E+00  8.0000000000E+00  2.2452659540E+01  2.5770095435E+03  5.7860717911E+04  1.4349227189E+00  1.5010869282E+00
  4.6252505010E+00  8.0000000000E+00  2.3429986416E+01  2.6254197476E+03  6.1513549023E+04  1.4415925623E+00  1.5495568571E+00
  4.6332665331E+00  8.0000000000E+00  2.4453126506E+01  2.6756803721E+03  6.5428750629E+04  1.4486686037E+00  1.5982388007E+00
  4.6412825651E+00  8.0000000000E+00  2.5523845088E+01  2.7278904388E+03  6.9626252977E+04  1.4561607496E+00  1.6484264799E+00
  4.6492985972E+00  8.0000000000E+00  2.6643943060E+01  2.7821559251E+03  7.4127604053E+04  1.4640875713E+00  1.7007540840E+00
  4.6573146293E+00  8.0000000000E+00  2.7815254312E+01  2.8385909331E+03  7.8956128693E+04  1.4724579612E+00  1.7523348908E+00
  4.6653306613E+00  8.0000000000E+00  2.9039643228E+01  2.8973151714E+03  8.4136998897E+04  1.4812536205E+00  1.7997591853E+00
  4.6733466934E+00  8.0000000000E+00  3.0319003399E+01  2.9584504943E+03  8.9697270592E+04  1.4904421055E+00  1.8432271899E+00
  4.6813627255E+00  8.0000000000E+00  3.1655257165E+01  3.0221209284E+03  9.5666015174E+04  1.4999954208E+00  1.8838468093E+00
  4.6893787575E+00  8.0000000000E+00  3.3050355114E+01  3.0884537372E+03  1.0207449277E+05  1.5098934347E+00  1.9225608437E+00
  4.6973947896E+00  8.0000000000E+00  3.4506275247E+01  3.1575805058E+03  1.0895634205E+05  1.5201234089E+00  1.9602438054E+00
  4.7054108216E+00  8.0000000000E+00  3.6025021796E+01  3.2296383096E+03  1.1634779050E+05  1.5306686680E+00  1.9955340428E+00
  4.7134268537E+00  8.0000000000E+00  3.7608624324E+01  3.3047679477E+03  1.2428777622E+05  1.5414915977E+00  2.0258371682E+00
  4.7214428858E+00  8.0000000000E+00  3.9259138378E+01  3.3831101664E+03  1.3281799017E+05  1.5525380108E+00  2.0507213923E+00
  4.7294589178E+00  8.0000000000E+00  4.0978647730E+01  3.4648044227E+03  1.4198299989E+05  1.5637520234E+00  2.0707949485E+00
  4.7374749499E+00  8.0000000000E+00  4.2769267358E+01  3.5499889893E+03  1.5183042820E+05  1.5750800066E+00  2.0864452113E+00
  4.7454909820E+00  8.0000000000E+00  4.4633146885E+01  3.6388008316E+03  1.6241113200E+05  1.5864702613E+00  2.0981108203E+00
  4.7535070140E+00  8.0000000000E+00  4.6572474538E+01  3.7313756032E+03  1.7377939527E+05  1.5978676649E+00  2.1051924879E+00
  4.7615230461E+00  8.0000000000E+00  4.8589482017E+01  3.8278458507E+03  1.8599304712E+05  1.6092012798E+00  2.1058860576E+00
  4.7695390782E+00  8.0000000000E+00  5.0686451482E+01  3.9283367951E+03  1.9911345237E+05  1.6203826845E+00  2.0992569376E+00
  4.7775551102E+00  8.0000000000E+00  5.2865725075E+01  4.0329632146E+03  2.1320552454E+05  1.6313143652E+00  2.0850770022E+00
  4.7855711423E+00  8.0000000000E+00  5.5129716539E+01  4.1418272458E+03  2.2833776201E+05  1.6418919370E+00  2.0628311971E+00
  4.7935871743E+00  8.0000000000E+00  5.7480924904E+01  4.2550154890E+03  2.4458222579E+05  1.6520031445E+00  2.0320211052E+00
  4.8016032064E+00  8.0000000000E+00  5.9921950538E+01  4.3725958943E+03  2.6201447490E+05  1.6615263247E+00  1.9918049916E+00
  4.8096192385E+00  8.0000000000E+00  6.2455513913E+01  4.4946136810E+03  2.8071340729E+05  1.6703265013E+00  1.9409302185E+00
  4.8176352705E+00  8.0000000000E+00  6.5084477788E+01  4.6210860097E+03  3.0076096975E+05  1.6782521217E+00  1.8778767550E+00
  4.8256513026E+00  8.0000000000E+00  6.7811873544E+01  4.7519956436E+03  3.2224172766E+05  1.6851346825E+00  1.8011256199E+00
  4.8336673347E+00  8.0000000000E+00  7.0640932226E+01  4.8872842108E+03  3.4524231270E+05  1.6907872819E+00  1.7086841181E+00
  4.8416833667E+00  8.0000000000E+00  7.3575121014E+01  5.0268439343E+03  3.6985065079E+05  1.6950009648E+00  1.5980687486E+00
  4.8496993988E+00  8.0000000000E+00  7.6618186315E+01  5.1705078374E+03  3.9615493283E+05  1.6975627709E+00  1.4694087200E+00
  4.8577154309E+00  8.0000000000E+00  7.9774202139E+01  5.3180469755E+03  4.2424295441E+05  1.6983597544E+00  1.3353994400E+00
  4.8657314629E+00  8.0000000000E+00  8.3047611128E+01  5.4692035509E+03  4.5420428967E+05  1.6974591479E+00  1.2094452351E+00
  4.8737474950E+00  8.0000000000E+00  8.6443245765E+01  5.6237284067E+03  4.8613333677E+05  1.6950205920E+00  1.0919707431E+00
  4.8817635271E+00  8.0000000000E+00  8.9966338119E+01  5.7813847626E+03  5.2013001635E+05  1.6911899541E+00  9.7987308458E-01
  4.8897795591E+00  8.0000000000E+00  9.3622531417E+01  5.9419416234E+03  5.5629961631E+05  1.6860782107E+00  8.7030068738E-01
  4.8977955912E+00  8.0000000000E+00  9.7417896967E+01  6.1051670257E+03  5.9475253228E+05  1.6797685750E+00  7.6124896501E-01
  4.9058116232E+00  8.0000000000E+00  1.0135895630E+02  6.2708232416E+03  6.3560409888E+05  1.6723713506E+00  6.5840558179E-01
  4.9138276553E+00  8.0000000000E+00  1.0545270067E+02  6.4386855027E+03  6.7897677500E+05  1.6640873508E+00  5.7104997241E-01
  4.9218436874E+00  8.0000000000E+00  1.0970659662E+02  6.6085717516E+03  7.2500391540E+05  1.6551737577E+00  5.0124797432E-01
  4.9298597194E+00  8.0000000000E+00  1.1412858012E+02  6.7803504671E+03  7.7383177151E+05  1.6458725899E+00  4.4723570398E-01
  4.9378757515E+00  8.0000000000E+00  1.1872704950E+02  6.9539364315E+03  8.2562035494E+05  1.6363905832E+00  4.0759652920E-01
  4.9458917836E+00  8.0000000000E+00  1.2351086079E+02  7.1292872070E+03  8.8054439975E+05  1.6269037244E+00  3.8108709558E-01
  4.9539078156E+00  8.0000000000E+00  1.2848932472E+02  7.3063999256E+03  9.3879439260E+05  1.6175273196E+00  3.6087761777E-01
  4.9619238477E+00  8.0000000000E+00  1.3367221201E+02  7.4852894465E+03  1.0005751978E+06  1.6082589413E+00  3.3446688224E-01
  4.9699398798E+00  8.0000000000E+00  1.3906978065E+02  7.6659475782E+03  1.0661016482E+06  1.5989909353E+00  2.9479577127E-01
  4.9779559118E+00  8.0000000000E+00  1.4469282801E+02  7.8483196708E+03  1.1355955683E+06  1.5895811083E+00  2.4055862561E-01
  4.9859719439E+00  8.0000000000E+00  1.5055275692E+02  8.0322996683E+03  1.2092848595E+06  1.5798856284E+00  1.7035913522E-01
  4.9939879760E+00  8.0000000000E+00  1.5666165076E+02  8.2177248955E+03  1.2874023477E+06  1.5697581796E+00  8.2438760742E-02
  5.0020040080E+00  8.0000000000E+00  1.6303235909E+02  8.4043698591E+03  1.3701842448E+06  1.5590824615E+00 -1.8888370432E-02
  5.0100200401E+00  8.0000000000E+00  1.6967858702E+02  8.5919615948E+03  1.4578719031E+06  1.5478634158E+00 -1.1705253407E-01
  5.0180360721E+00  8.0000000000E+00  1.7661496314E+02  8.7802376936E+03  1.5507213566E+06  1.5362465210E+00 -2.0047318507E-01
  5.0260521042E+00  8.0000000000E+00  1.8385707342E+02  8.9689864160E+03  1.6490115940E+06  1.5244162502E+00 -2.6985510679E-01
  5.0340681363E+00  8.0000000000E+00  1.9142148146E+02  9.1580442789E+03  1.7530464031E+06  1.5125286814E+00 -3.2697471304E-01
  5.0420841683E+00  8.0000000000E+00  1.9932575261E+02  9.3472896507E+03  1.8631555445E+06  1.5007100019E+00 -3.7329665200E-01
  5.0501002004E+00  8.0000000000E+00  2.0758848337E+02  9.5366372718E+03  1.9796960677E+06  1.4890676043E+00 -4.0871205227E-01
  5.0581162325E+00  8.0000000000E+00  2.1622933338E+02  9.7260382253E+03  2.1030547619E+06  1.4777216368E+00 -4.2789290755E-01
  5.0661322645E+00  8.0000000000E+00  2.2526904912E+02  9.9154979988E+03  2.2336548058E+06  1.4668259550E+00 -4.2509514520E-01
  5.0741482966E+00  8.0000000000E+00  2.3472946869E+02  1.0105095480E+04  2.3719636929E+06  1.4565458551E+00 -3.9903856021E-01
  5.0821643287E+00  8.0000000000E+00  2.4463351115E+02  1.0294986520E+04  2.5184986998E+06  1.4470363521E+00 -3.4909981386E-01
  5.0901803607E+00  8.0000000000E+00  2.5500515623E+02  1.0485405812E+04  2.6738325471E+06  1.4384447135E+00 -2.7395205892E-01
  5.0981963928E+00  8.0000000000E+00  2.6586941145E+02  1.0676672093E+04  2.8386005257E+06  1.4309110007E+00 -1.7345850574E-01
  5.1062124248E+00  8.0000000000E+00  2.7725226472E+02  1.0869190374E+04  3.0135076470E+06  1.4245119601E+00 -6.1167917674E-02
  5.1142284569E+00  8.0000000000E+00  2.8918064785E+02  1.1063406583E+04  3.1993230831E+06  1.4191997628E+00  4.4567987323E-02
  5.1222444890E+00  8.0000000000E+00  3.0168244958E+02  1.1259745780E+04  3.3968676886E+06  1.4148512996E+00  1.3953733924E-01
  5.1302605210E+00  8.0000000000E+00  3.1478656822E+02  1.1458599579E+04  3.6070132379E+06  1.4113497312E+00  2.2615291115E-01
  5.1382765531E+00  8.0000000000E+00  3.2852296918E+02  1.1660336294E+04  3.8306883009E+06  1.4086055559E+00  3.0663811442E-01
  5.1462925852E+00  8.0000000000E+00  3.4292273506E+02  1.1865310162E+04  4.0688846131E+06  1.4065518452E+00  3.8287361820E-01
  5.1543086172E+00  8.0000000000E+00  3.5801810825E+02  1.2073869274E+04  4.3226638367E+06  1.4051265938E+00  4.5300522172E-01
  5.1623246493E+00  8.0000000000E+00  3.7384253497E+02  1.2286348930E+04  4.5931598296E+06  1.4042458522E+00  5.1188477242E-01
  5.1703406814E+00  8.0000000000E+00  3.9043072980E+02  1.2503051326E+04  4.8815754539E+06  1.4038045859E+00  5.5763317218E-01
  5.1783567134E+00  8.0000000000E+00  4.0781876572E+02  1.2724236609E+04  5.1891824686E+06  1.4036990615E+00  5.9131630137E-01
  5.1863727455E+00  8.0000000000E+00  4.2604417799E+02  1.2950124711E+04  5.5173252375E+06  1.4038353828E+00  6.1377258384E-01
  5.1943887776E+00  8.0000000000E+00  4.4514607656E+02  1.3180896135E+04  5.8674242002E+06  1.4041269573E+00  6.2559783032E-01
  5.2024048096E+00  8.0000000000E+00  4.6516526912E+02  1.3416691648E+04  6.2409789812E+06  1.4044948438E+00  6.2782185087E-01
  5.2104208417E+00  8.0000000000E+00  4.8614439476E+02  1.3657613935E+04  6.6395724604E+06  1.4048729513E+00  6.2249663534E-01
  5.2184368737E+00  8.0000000000E+00  5.0812806345E+02  1.3903734093E+04  7.0648774794E+06  1.4052081536E+00  6.1083939522E-01
  5.2264529058E+00  8.0000000000E+00  5.3116299988E+02  1.4155094862E+04  7.5186626504E+06  1.4054516739E+00  5.9263731547E-01
  5.2344689379E+00  8.0000000000E+00  5.5529819897E+02  1.4411707702E+04  8.0027953309E+06  1.4055531738E+00  5.6743610261E-01
  5.2424849699E+00  8.0000000000E+00  5.8058510025E+02  1.4673548641E+04  8.5192437087E+06  1.4054593374E+00  5.3458530026E-01
  5.2505010020E+00  8.0000000000E+00  6.0707778514E+02  1.4940553036E+04  9.0700778455E+06  1.4051192170E+00  4.9491144102E-01
  5.2585170341E+00  8.0000000000E+00  6.3483319350E+02  1.5212617691E+04  9.6574746703E+06  1.4045105134E+00  4.5463033493E-01
  5.2665330661E+00  8.0000000000E+00  6.6391132773E+02  1.5489630949E+04  1.0283741449E+07  1.4036559453E+00  4.1945778731E-01
  5.2745490982E+00  8.0000000000E+00  6.9437541422E+02  1.5771501803E+04  1.0951343098E+07  1.4025991460E+00  3.8962898013E-01
  5.2825651303E+00  8.0000000000E+00  7.2629204128E+02  1.6058162556E+04  1.1662915662E+07  1.4013808128E+00  3.6434933728E-01
  5.2905811623E+00  8.0000000000E+00  7.5973130108E+02  1.6349566072E+04  1.2421277104E+07  1.4000356565E+00  3.4299342795E-01
  5.2985971944E+00  8.0000000000E+00  7.9476694063E+02  1.6645683607E+04  1.3229439035E+07  1.3985924576E+00  3.2478633508E-01
  5.3066132265E+00  8.0000000000E+00  8.3147652334E+02  1.6946501522E+04  1.4090618168E+07  1.3970687852E+00  3.0767160942E-01
  5.3146292585E+00  8.0000000000E+00  8.6994161222E+02  1.7252010470E+04  1.5008241802E+07  1.3954654219E+00  2.8919131338E-01
  5.3226452906E+00  8.0000000000E+00  9.1024798933E+02  1.7562191771E+04  1.5985949748E+07  1.3937708534E+00  2.6828598232E-01
  5.3306613226E+00  8.0000000000E+00  9.5248591147E+02  1.7877011038E+04  1.7027601153E+07  1.3919685485E+00  2.4443621722E-01
  5.3386773547E+00  8.0000000000E+00  9.9675039488E+02  1.8196414540E+04  1.8137283378E+07  1.3900385762E+00  2.1699662925E-01
  5.3466933868E+00  8.0000000000E+00  1.0431415299E+03  1.8520324712E+04  1.9319319855E+07  1.3879564775E+00  1.8507264648E-01
  5.3547094188E+00  8.0000000000E+00  1.0917648322E+03  1.8848633982E+04  2.0578275716E+07  1.3856802039E+00  1.4435955916E-01
  5.3627254509E+00  8.0000000000E+00  1.1427316658E+03  1.9181177397E+04  2.1918938798E+07  1.3831302924E+00  8.7948369247E-02
  5.3707414830E+00  8.0000000000E+00  1.1961598004E+03  1.9517688550E+04  2.3346274441E+07  1.3801937404E+00  1.1721653636E-02
  5.3787575150E+00  8.0000000000E+00  1.2521741246E+03  1.9857771786E+04  2.4865388001E+07  1.3767435115E+00 -8.6362671794E-02
  5.3867735471E+00  8.0000000000E+00  1.3109074941E+03  2.0200887408E+04  2.6481494690E+07  1.3726462037E+00 -2.0882976097E-01
  5.3947895792E+00  8.0000000000E+00  1.3725017205E+03  2.0546335252E+04  2.8199880483E+07  1.3677617469E+00 -3.5870633549E-01
  5.4028056112E+00  8.0000000000E+00  1.4371087208E+03  2.0893237359E+04  3.0025853614E+07  1.3619670819E+00 -5.3279096919E-01
  5.4108216433E+00  8.0000000000E+00  1.5048917828E+03  2.1240564056E+04  3.1964750310E+07  1.3552100359E+00 -7.1833194774E-01
  5.4188376754E+00  8.0000000000E+00  1.5760267818E+03  2.1587223970E+04  3.4022043121E+07  1.3475135612E+00 -9.0905066424E-01
  5.4268537074E+00  8.0000000000E+00  1.6507032911E+03  2.1932113351E+04  3.6203411689E+07  1.3389166875E+00 -1.1090389761E+00
  5.4348697395E+00  8.0000000000E+00  1.7291257471E+03  2.2274100475E+04  3.8514720624E+07  1.3294402292E+00 -1.3233998363E+00
  5.4428857715E+00  8.0000000000E+00  1.8115147933E+03  2.2612006018E+04  4.0961983407E+07  1.3190869027E+00 -1.5576555222E+00
  5.4509018036E+00  8.0000000000E+00  1.8981088399E+03  2.2944584687E+04  4.3551319022E+07  1.3078756524E+00 -1.8068463662E+00
  5.4589178357E+00  8.0000000000E+00  1.9891657332E+03  2.3270574726E+04  4.6289029837E+07  1.2959533637E+00 -2.0352420914E+00
  5.4669338677E+00  8.0000000000E+00  2.0849640406E+03  2.3588924587E+04  4.9182059520E+07  1.2836357788E+00 -2.2118237661E+00
  5.4749498998E+00  8.0000000000E+00  2.1858035935E+03  2.3898964329E+04  5.2238442113E+07  1.2712796952E+00 -2.3354659628E+00
  5.4829659319E+00  8.0000000000E+00  2.2920056545E+03  2.4200380800E+04  5.5467409634E+07  1.2591828265E+00 -2.4094030296E+00
  5.4909819639E+00  8.0000000000E+00  2.4039131129E+03  2.4493164312E+04  5.8879438866E+07  1.2475803713E+00 -2.4355312019E+00
  5.4989979960E+00  8.0000000000E+00  2.5218907504E+03  2.4777564491E+04  6.2486310708E+07  1.2366553046E+00 -2.4156970105E+00
  5.5070140281E+00  8.0000000000E+00  2.6463255565E+03  2.5054049894E+04  6.6301172529E+07  1.2265347221E+00 -2.3572737841E+00
  5.5150300601E+00  8.0000000000E+00  2.7776271511E+03  2.5323245530E+04  7.0338534340E+07  1.2172883719E+00 -2.2681428232E+00
  5.5230460922E+00  8.0000000000E+00  2.9162283852E+03  2.5585877052E+04  7.4614260921E+07  1.2089545899E+00 -2.1484661496E+00
  5.5310621242E+00  8.0000000000E+00  3.0625860187E+03  2.5842760465E+04  7.9145676885E+07  1.2015682554E+00 -1.9950364963E+00
  5.5390781563E+00  8.0000000000E+00  3.2171813067E+03  2.6094811264E+04  8.3951739002E+07  1.1951708256E+00 -1.8039641394E+00
  5.5470941884E+00  8.0000000000E+00  3.3805203965E+03  2.6343059239E+04  8.9053249063E+07  1.1898121835E+00 -1.5721292682E+00
